Unnamed: 0,station_name,region,price,tel,region_id
1,서울특별시 서소문청사 수소충전소,서울,8800,7086481164,12
2,H광진 Moving Station,서울,8800,24635694,12
3,도봉수소충전소,서울,10500,29567001,12
4,서울특별시 상암수소스테이션 ,서울,8800,231510336,12
5,마곡 에코 수소충전소,서울,9900,260818883,12
6,E1 오곡 수소충전소,서울,11000,326849061,12
7,서울 강서 공영차고지 버스 수소충전소,서울,9600,0,12
8,H국회수소충전소,서울,9900,7088827742,12
9,서울특별시 양재그린카스테이션 ,서울,8800,25294250,12
10,H강동수소충전소,서울,11700,24265373,12
11,대도하이젠 영도 수소충전소,부산,12100,514045677,11
12,하이넷 해운대 수소충전소,부산,9900,7040775092,11
13,하이버스 부산장림 수소충전소,부산,12100,512667650,11
14,하이스원 금사회동 수소충전소,부산,12000,515223234,11
15,하이버스 부산노포 수소충전소,부산,12100,515087658,11
16,서부산NK수소충전소,부산,11000,517110580,11
17,서부산 강서 공영 수소버스충전소,부산,11550,519412223,11
18,H부산수소충전소,부산,12100,513172777,11
19,하이넷 부산정관 수소충전소,부산,9900,517277868,11
20,대진여객수소충전소,부산,12100,517232256,11
21,대구 혁신도시 수소충전소,대구,10900,7082873337,15
22,관음 복합 충전소,대구,10900,536061312,15
23,하이버스 대구검단 수소충전소,대구,12100,533847660,15
24,하이넷 대구성서 수소충전소,대구,9900,536061188,15
25,대구 주행시험장수소충전소,대구,9900,536707990,15
26,하이넷 인천공항T1 수소충전소,인천,9900,7043040786,5
27,하이넷 인천공항T2 수소충전소,인천,9900,7043043764,5
28,인천그린수소충전소,인천,9900,327526025,5
29,내트럭인천 수소충전소,인천,11550,322257861,5
30,하이버스 인천신흥 수소충전소,인천,11000,328865191,5
31,하이버스 인천송도 수소충전소,인천,11550,328327656,5
32,H인천수소충전소 에코스테이션,인천,11000,324469094,5
33,남동농협 수소충전소,인천,11000,324681868,5
34,태양수소충전소,인천,11000,325732222,5
35,하이넷 환경산업연구단지 수소충전소,인천,9900,7077271719,5
36,하이넷 인천연희 수소충전소,인천,9900,7040351560,5
37,인천 가좌 액화수소 자동차 충전소,인천,11550,325811153,5
38,(JNK)수도권매립지 수소충전소,인천,11550,325629304,5
39,인천 경서 액화수소 자동차 충전소,인천,11550,7050305297,5
40,하이버스 인천오류 수소충전소,인천,11000,325667661,5
41,광주 벽진 수소충전소,광주,9900,629609578,14
42,광주 임암수소충전소,광주,9900,629609579,14
43,광주 월출 수소충전소,광주,9900,629609577,14
44,장등 수소 버스전용 충전소,광주,9900,0,14
45,광주 진곡수소충전소,광주,9900,629609580,14
46,광주 동곡수소충전소,광주,9900,629419534,14
47,E1 광주 오렌지 수소충전소,광주,9900,629449500,14
48,대전 대성 중도가스 충전소,대전,9600,422822313,13
49,낭월 수소충전소,대전,9600,422869890,13
50,하이넷 대전삼정 수소충전소,대전,9900,422714451,13
51,하이넷 대전중촌 수소충전소,대전,9900,422578898,13
52,대전 학하수소충전소,대전,9600,427167362,13
53,하이넷 자운대 수소충전소,대전,9900,7041444833,13
54,린데수소충전소/대전유성수소충전소,대전,9900,7077778642,13
55,하이넷 신탄진휴게소(서울방향) 수소충전소,대전,9900,7077802046,13
56,신대 수소충전소,대전,9600,427164015,13
57,옥동 수소복합충전소,울산,9900,522655540,8
58,울산 투게더수소충전소,울산,9900,527005859,8
59,에어프로덕츠 울산 수소충전소,울산,8500,522594090,8
60,울산상개 SK수소충전소,울산,9000,529988488,8
61,태화강역 수소충전소,울산,9500,527009080,8
62,경동 수소복합충전소,울산,9900,522880610,8
63,경수소충전소,울산,9900,522013000,8
64,코하이젠 울산명촌 수소충전소,울산,10700,527003155,8
65,신일복합충전소,울산,9500,522251500,8
66,그린복합충전소,울산,9700,522399600,8
67,언양휴게소(서울방향) 수소충전소,울산,10000,522636146,8
68,울산 덕하복합충전소,울산,9800,529115442,8
69,언양 복합충전소,울산,10900,522543100,8
70,하이넷 세종청사 수소충전소,세종,9900,449055100,16
71,하이넷 세종대평 수소충전소,세종,9900,7041967002,16
72,코하이젠 세종대평 수소충전소,세종,11080,448633155,16
73,하이넷 수원영통 수소충전소,경기,9900,7050144853,1
74,하이버스 성남사송 수소충전소,경기,11000,317591278,1
75,성남시 수소충전소,경기,11000,317557600,1
76,부천 춘의 수소충전소,경기,9900,323400936,1
77,하이넷 광명소하 수소충전소,경기,9900,7077702552,1
78,하이넷 평택팽성 수소충전소,경기,9900,316563543,1
79,평택 블루에너지 수소충전소,경기,9900,50714919999,1
80,평화 수소충전소,경기,9900,316830116,1
81,평택 월곡 수소충전소,경기,9900,316919385,1
82,평택복합휴게소 수소충전소 에이치케이하이웨이,경기,10000,7042769966,1
83,평택항 수소교통복합기지,경기,9900,316868621,1
